"","g","F1.","F2."
"X219",1.9779285707595,-1.39380511792872,0.788948109541852
"X220",0.856389072205598,0.512696606852386,-2.73446172985088
"X223",-0.937339271057749,-0.801893414833729,-1.20374250619525
"X225",-0.980379446721138,0.241992677220796,-0.893731955227441
"X227",-1.12334879095045,-0.243828110726199,0.0807841617891198
"X229",2.12889883851592,1.88967739099976,0.617376536892294
"X230",-0.5109240706349,0.687190917923539,1.06517183196283
"X231",-0.159739905111615,-0.786957125077118,1.1663512738699
"X235",-1.40364159822822,-0.0360787460202887,0.576451768615566
"X236",-0.392919985246181,0.544629150691797,0.297092739724139
"X237",0.446632297596896,-1.32064643769421,1.69637604171403
"X238",0.390054934689369,-0.123897060906468,1.38411084630002
"X239",1.71941208067359,0.0273221522346219,0.280529977811873
"X241",0.8338499938401,-0.479615519781727,-0.621227719224027
"X245",1.07237208043745,1.5612197289874,-0.0444749933417122
"X246",-0.428584552453162,-0.487440889439646,-0.907877645556144
"X247",0.0423748156957031,0.261844660290897,0.0464306150371208
"X248",-1.52992080080653,-0.959330541832717,-0.323400951782706
"X249",-0.593893583188384,1.22980257302869,0.204046283604363
"X252",0.582166025725634,-1.09200114789962,1.5918846146846
"X253",0.391970474581459,1.1011472746428,0.908597028669219
"X255",0.470069635812347,1.18494917963967,-0.254418076092311
"X256",-0.335266596180217,2.52069478264839,-0.679539865689882
"X258",1.39214067743265,-0.864947034116409,-0.593371389003041
"X259",-1.72880631218025,0.276767191256,-1.18355988593222
"X260",1.83075666318217,1.08632267385886,0.276158040190175
"X261",-0.0293966145498704,-0.408595102302859,-1.42013474783722
"X264",-0.404410250869354,0.132536523302407,0.817217698865004
"X269",0.0191271853216048,0.690029933294593,1.59094088736691
"X270",1.14381039972784,0.410044800036437,1.76763231396752
"X271",0.350048810007197,-0.969586539097275,-0.923135325711407
"X272",1.25425514386969,1.16035577043928,-0.10355486282875
"X273",-0.165673977507227,1.07655219335572,-0.628605332888119
"X274",-1.07103995299413,0.37023157742086,-0.177115573434094
"X275",0.936469223401479,-1.50831742406967,0.0520084170252194
"X277",0.371357800591897,0.568299816616627,0.284244148247638
"X278",-0.642977619883151,-0.289466162881569,-0.0157308363447042
"X280",-0.691823647679661,-0.149629441071808,0.0906457640579373
"X282",0.489571018973952,0.877325844672769,1.59954529639772
"X283",-0.675342064053448,-0.704313258714829,-0.862420918411687
"X284",-0.73139525670569,-0.0335245313636056,1.40988223453708
"X285",-0.559981540771228,1.09853884495855,-0.921700752471453
"X287",0.382503835879445,-1.46433023489665,0.835963698108334
"X288",-0.629355504040108,-1.42509076725961,1.56392734971692
"X290",0.073247177411473,-0.300310857589045,0.328259680456592
"X291",-0.98874923365781,-0.331043760749988,-0.675471247478409
"X292",-0.910504532875346,0.303838364990928,-1.01461667632631
"X293",0.438435474858438,0.242885819882382,0.223373979230518
"X296",0.75849658611001,-2.35109428810959,1.63214242349244
"X298",0.525357405302785,-1.08510519352102,0.949796762755399
"X300",-0.813047789413584,-0.769786192759193,0.214454876294814
"X301",-1.25413657249244,1.34524818190236,-0.246096121099953
"X303",1.12555681227489,0.744661799434003,1.06299309587507
"X304",-1.27240434960599,-1.24499450445055,-0.0760737895334599
"X305",-0.526524237573669,-1.55963261485764,-0.803639202890695
"X306",-0.497574669981008,0.686685003673154,-1.43099674790284
"X307",0.628291106074039,-1.08301321012138,0.230422297678861
"X308",2.73903438428377,-1.5710645053011,-2.13025027159188
"X310",1.1142496278537,0.604392724160539,0.511970915370143
"X311",-1.56534800148189,0.408477411943679,-1.08562789244422
"X312",0.426664599576384,-0.261532807788971,-0.594303321694691
"X313",0.942787108706789,0.0630935216781962,-0.649671633267308
"X314",0.185735439434034,0.101793245998,-0.304299762619161
"X320",-0.618320353364556,-0.52508744243352,0.12041417660784
"X321",-0.891534203630589,-0.313439107123972,0.795200921022035
"X322",0.580202260160086,-1.62115187390466,1.51169549601503
"X323",0.0815986627213079,0.0529283586440402,0.857623106631013
"X325",0.0779651949043349,1.01107870790399,1.99902318522612
"X326",-0.332875821329302,-1.58260884048051,0.427560505392282
"X327",1.33622998712336,-1.88184934391694,0.339556751194267
"X329",0.106611738852006,1.72989750790812,0.608079872571568
"X330",0.372207076986278,-0.977125973485029,-0.425272399881606
"X332",-0.352147576921237,-0.603967229825245,-1.70414789457043
"X333",-0.369529399525749,2.70898421167681,0.838424227979395
"X340",2.53919372175255,-2.31100772472536,-0.00663886700684524
"X343",-0.651283343020307,-0.164884346585474,0.935017692057012
"X344",0.559698201452814,0.466144379862278,1.85292195818361
