"","g","F1.","F2."
"cb100",0.407168433443321,2.24456439500054,-0.524626390811823
"cb101",-0.79254904055031,-1.15304924638554,-1.54151695012865
"cb103",2.70716332078348,0.186453404693455,-0.44353037824807
"cb105",1.8099598371519,0.901149143777206,-2.59575557505029
"cb107",1.71500984515361,0.797589239701112,-0.0583436612282134
"cb108",1.88432479500186,0.0718655235361917,0.577347232479314
"cb12",-1.04981864713766,1.21919332457525,-0.568695854196488
"cb13",0.631868940806901,1.23108784683916,1.37452903656592
"cb17",-0.700416202443836,2.83597836182156,-0.77620535288886
"cb18",0.702424385977097,1.61431319024289,0.862505878880434
"cb19",1.06079442409098,1.22440507260631,-2.09336144065633
"cb20",-0.299178868166087,0.714772879652666,1.25304990898391
"cb25",2.15057116801377,-1.2438109316952,0.17480835797727
"cb28",0.182845570647536,2.19357277001664,0.0311300082512472
"cb3",-0.74084246342313,-0.276433551797008,1.65845151653518
"cb35",-0.824236166283386,1.2204268685446,-1.31838286708267
"cb4",-1.30906123311683,-0.0969921151638401,-0.188625077580675
"cb44",2.09409040771097,-0.359382357127297,-0.421934796507039
"cb45",1.76883216343433,0.0731605851653119,-1.10768695773751
"cb46",0.878036657895233,2.08806930202128,-2.14968052089652
"cb47",-0.671223362857757,1.54165130986487,-0.009624678076601
"cb49",-0.0885784611071694,-1.49297347208397,1.7858691182138
"cb52",0.659019551690203,0.564391845179702,-0.606679350579233
"cb55",0.259828695128145,0.845007346616223,-0.764716002506375
"cb57",1.65183576410437,-1.41057054253631,0.747439450920801
"cb6",-0.216334538422402,0.181941557959055,0.257770597146156
"cb63",-0.029323171484596,1.60844584010788,-0.00133425501193382
"cb68",-0.627912456851417,-0.332356992024219,0.332802140651506
"cb73",1.38068715809034,0.157463046874828,-0.219590488585563
"cb74",1.80747369076297,-0.108855811286078,-1.08349334533316
"cb75",0.9683242592266,-0.23486476256759,0.669906550879594
"cb76",-0.362656291342699,1.61691946521594,1.28426686918894
"cb79",0.458515675654896,-0.674366961323911,-0.000650146433748666
"cb80",-0.596839184007645,-0.00625683808281559,0.590613320349317
"cb81",-0.0702176083642338,1.3759027840847,0.732671373912926
"cb84",2.39682467800447,-0.768538079194698,-2.3005417872463
"cb89",2.57000756260335,-0.595173240543686,-0.253331886139141
"cb9",-0.954373191462288,-1.04266303171808,-1.18226933208264
"cb92",1.96656768986758,0.0407680103151548,0.666087353437907
"cb96",2.1531389202484,-0.314273087060148,0.103107243244238
"cb97",-0.158399314747736,2.21472268391177,-0.740674170900293
"cb99",0.196867639110652,-1.44164735120221,1.28164803832994
"n10",0.228460082941866,-0.342876818885202,-1.35552050312138
"n11",-0.563372467748681,-0.433580532335876,0.102543034151298
"n13",-0.914448750552778,2.10962190513344,-1.45914979783548
"n14",-0.987222429401682,0.452592199771111,-1.71507495076645
"n17",-1.00900271223402,0.137002906711039,-0.300451727396049
"n19",-1.00339014996787,0.0407186730850641,3.39421275255702
"n20",0.0183735271940904,0.17047522627694,0.0883074621393876
"n21",-0.996633631458611,-0.113070557116094,-0.426493209213684
"n22",-0.531455567124984,-0.789244253298459,0.267302659016417
"n23",0.0352726050773736,0.0238147047641196,0.0291454289036107
"n24",-0.133770732032616,0.488506442505169,0.114906289795882
"n25",-0.232672641766904,0.565442646515143,0.227358917842602
"n26",0.121312788327953,0.358215308526224,-0.169229847426224
"n28",-0.141052956388955,1.1911322507651,-0.821753083560597
"n29",-0.594379237102572,-1.31482915100093,-1.326355505725
"n3",-0.151962448725204,-1.68794304165449,0.194479301672592
"n30",-0.444198542862805,-1.6081718761173,-0.595376572497924
"n31",-0.809283031396962,0.521879564480936,2.48027128645932
"n32",1.36925716102997,0.804037505563494,0.366579457915817
"n33",-0.820806349057951,-0.746105708395261,-1.09237781494172
"n34",-0.805626389449979,-1.04074674123635,-1.28627363403541
"n35",1.62852726571147,0.683684338807256,-0.839775732090598
"n36",0.207212067497004,-2.09152015205918,-0.475582057828447
"n37",-0.748138665135948,-0.451513442069257,-1.45611774873845
"n38",-1.15546308338903,0.0711195209140932,-0.684128712070336
"n39",1.03424417558665,0.531304925830611,-0.137433686827475
"n41",-0.275676803759628,-1.1102314082223,-1.57150664043071
"n42",-1.1114178961352,-0.346456682589408,-0.95570975681197
"n8",-0.534931541639366,-1.26287862947765,0.0266896265671363
"cb1",-0.83784694817516,-0.0933907898457054,-0.242996810228614
"cb29",0.0727522313664684,-0.0648238053297013,-0.192055880500352
"cb30",1.26167149381643,0.548437556349718,1.00788403268696
"cb5",0.419019202497784,-2.0559023270011,0.17844834930663
"cb65",1.08580153206202,0.981522688439513,1.63329824706645
"cb70",1.40160158725086,-0.0501049964520688,-0.922910982176968
"cb77",2.31708537139282,0.866827416392644,-0.187748721521049
"cb82",0.978953722111315,2.06141523631217,-0.44368121200205
"cb98",-0.710127884827857,-1.3787129866398,-0.341057260999973
"cb2",-1.24659726459579,1.48983324507532,-0.519725265414153
"cb22",0.862790558288349,0.238336223958777,0.451505340951691
"cb53",-0.146691723080487,0.681051280473278,2.40402539424276
"cb7",-0.785599905311659,-1.29952449433912,-1.82147273171647
"cb88",0.941412621691448,-0.199719447523141,1.40485236270133
"n40",1.8550655900411,0.131479898581718,-0.289860703349172
